,Country/Currency,currency,value,date
17107,Angola Kwanza,AOA,476.575582,08/04/2022
17108,Argentina Peso,ARS,121.640168,08/04/2022
17109,Armenia Dram,AMD,520.774764,08/04/2022
17110,Aruba Florin,AWG,1.955289,08/04/2022
17111,Azerbaijan New Manat,AZN,1.85052,08/04/2022
17112,Bahamas Dollar,BSD,1.089452,08/04/2022
17113,Bahrain Dinar,BHD,0.409519,08/04/2022
17114,Bangladesh Taka,BDT,93.940102,08/04/2022
17115,Barbados Dollar,BBD,2.199805,08/04/2022
17116,Belarus Ruble,BYR,21290.924435,08/04/2022
17117,Belize Dollar,BZD,2.196084,08/04/2022
17118,Bermuda Dollar,BMD,1.086272,08/04/2022
17119,Bhutan Ngultrum,BTN,82.736973,08/04/2022
17120,Bolivia Boliviano,BOB,7.490187,08/04/2022
17121,Bosnia Mark,BAM,1.955905,08/04/2022
17122,Botswana Pula,BWP,12.587999,08/04/2022
17123,Brazil Real,BRL,5.16348,08/04/2022
17124,Brunei Dollar,BND,1.482971,08/04/2022
17125,Bulgaria Lev,BGN,1.954718,08/04/2022
17126,Burundi Franc,BIF,2235.576307,08/04/2022
17127,CFA Franc BCEAO,XOF,655.988194,08/04/2022
17128,CFA Franc BEAC,XAF,655.988194,08/04/2022
17129,CFP Franc,XPF,119.217999,08/04/2022
17130,Cambodia Riel,KHR,4411.309768,08/04/2022
17131,Canada Dollar,CAD,1.367296,08/04/2022
17132,Cape Verde Escudo,CVE,110.269228,08/04/2022
17133,Cayman Islands Dollar,KYD,0.907935,08/04/2022
17134,Chili Peso,CLP,875.589224,08/04/2022
17135,China Yuan/Renminbi,CNY,6.909442,08/04/2022
17136,Colombia Peso,COP,4083.621032,08/04/2022
17137,Comoros Franc,KMF,490.34209,08/04/2022
17138,Congo Franc,CDF,2184.492517,08/04/2022
17139,Costa Rica Colon,CRC,714.994,08/04/2022
17140,Croatia Kuna,HRK,7.557409,08/04/2022
17141,Cuba Convertible Peso,CUC,1.086272,08/04/2022
17142,Cuba Peso,CUP,28.786199,08/04/2022
17143,Czech Koruna,CZK,24.511503,08/04/2022
17144,Denmark Krone,DKK,7.437126,08/04/2022
17145,Djibouti Franc,DJF,193.959223,08/04/2022
17146,Dominican Republich Peso,DOP,59.921849,08/04/2022
17147,East Caribbean Dollar,XCD,2.935704,08/04/2022
17148,Egypt Pound,EGP,19.917553,08/04/2022
17149,El Salvador Colon,SVC,9.533366,08/04/2022
17150,Ethiopia Birr,ETB,56.019564,08/04/2022
17151,Falkland Islands Pound,FKP,0.833126,08/04/2022
17152,Fiji Dollar,FJD,2.28553,08/04/2022
17153,Gambia Dalasi,GMD,58.787875,08/04/2022
17154,Georgia Lari,GEL,3.345713,08/04/2022
17155,Ghana New Cedi,GHS,8.252816,08/04/2022
17156,Gibraltar Pound,GIP,0.833126,08/04/2022
17157,Guatemala Quetzal,GTQ,8.367298,08/04/2022
17158,Guinea Franc,GNF,9723.16236,08/04/2022
17159,Guyana Dollar,GYD,227.938741,08/04/2022
17160,Haiti Gourde,HTG,117.119569,08/04/2022
17161,Honduras Lempira,HNL,26.741272,08/04/2022
17162,Hong Kong Dollar,HKD,8.514051,08/04/2022
17163,Hungary Forint,HUF,378.762292,08/04/2022
17164,Iceland Krona,ISK,140.617831,08/04/2022
17165,India Rupee,INR,82.462955,08/04/2022
17166,Indonesia Rupiah,IDR,15638.183997,08/04/2022
17167,Iran Rial,IRR,45949.291023,08/04/2022
17168,Iraq Dinar,IQD,1590.096337,08/04/2022
17169,Israel New Shekel,ILS,3.508603,08/04/2022
17170,Jamaica Dollar,JMD,167.867983,08/04/2022
17171,Jordan Dinar,JOD,0.770192,08/04/2022
17172,Kazakhstan Tenge,KZT,495.338995,08/04/2022
17173,Kenya Shilling,KES,125.616512,08/04/2022
17174,Kuwait Dinar,KWD,0.330991,08/04/2022
17175,Kyrgyzstan Som,KGS,98.802487,08/04/2022
17176,Laos Kip,LAK,12910.413921,08/04/2022
17177,Lebanon Pound,LBP,1647.278332,08/04/2022
17178,Lesotho Loti,LSL,15.924721,08/04/2022
17179,Liberia Dollar,LRD,165.658603,08/04/2022
17180,Libya Dinar,LYD,5.109496,08/04/2022
17181,Macau Pataca,MOP,8.794456,08/04/2022
17182,Macedonia Denar,MKD,61.632363,08/04/2022
17183,Malagasy Ariary,MGA,4403.709407,08/04/2022
17184,Malawi Kwacha,MWK,889.718308,08/04/2022
17185,Malaysia Ringgit,MYR,4.584606,08/04/2022
17186,Maldives Rufiyaa,MVR,16.783076,08/04/2022
17187,Mauritania Ouguiya,MRO,387.798794,08/04/2022
17188,Mauritius Rupee,MUR,48.719385,08/04/2022
17189,Mexico Peso,MXN,21.88662,08/04/2022
17190,Moldova Leu,MDL,20.030252,08/04/2022
17191,Mongolia Tugrik,MNT,3127.129284,08/04/2022
17192,Morocco Dirham,MAD,10.605507,08/04/2022
17193,Mozambique New Metical,MZN,69.336409,08/04/2022
17194,Myanmar Kyat,MMK,2017.184822,08/04/2022
17195,NL Antilles Guilder,ANG,1.963493,08/04/2022
17196,Namibia Dollar,NAD,15.924962,08/04/2022
17197,Nepal Rupee,NPR,132.380295,08/04/2022
17198,New Zealand Dollar,NZD,1.578459,08/04/2022
17199,Nicaragua Cordoba Oro,NIO,38.992854,08/04/2022
17200,Nigeria Naira,NGN,451.508655,08/04/2022
17201,North Korea Won,KPW,977.64487,08/04/2022
17202,Norway Kroner,NOK,9.577358,08/04/2022
17203,Oman Rial,OMR,0.41821,08/04/2022
17204,Pakistan Rupee,PKR,205.722383,08/04/2022
17205,Panama Balboa,PAB,1.089542,08/04/2022
17206,Papua New Guinea Kina,PGK,3.838883,08/04/2022
17207,Paraguay Guarani,PYG,7505.656912,08/04/2022
17208,Peru Nuevo Sol,PEN,4.026754,08/04/2022
17209,Philippines Peso,PHP,55.905516,08/04/2022
17210,Poland Zloty,PLN,4.637045,08/04/2022
17211,Qatar Rial,QAR,3.955086,08/04/2022
17212,Romania New Lei,RON,4.94123,08/04/2022
17213,Russia Rouble,RUB,86.087105,08/04/2022
17214,Rwanda Franc,RWF,1108.382706,08/04/2022
17215,Samoa Tala,WST,2.848254,08/04/2022
17216,Sao Tome/Principe Dobra,STD,22483.630081,08/04/2022
17217,Saudi Arabia Riyal,SAR,4.074262,08/04/2022
17218,Serbia Dinar,RSD,117.73028,08/04/2022
17219,Seychelles Rupee,SCR,15.658745,08/04/2022
17220,Sierra Leone Leone,SLL,12910.33859,08/04/2022
17221,Singapore Dollar,SGD,1.479909,08/04/2022
17222,Solomon Islands Dollar,SBD,8.707623,08/04/2022
17223,Somali Shilling,SOS,634.382999,08/04/2022
17224,South Africa Rand,ZAR,16.026255,08/04/2022
17225,South Korea Won,KRW,1328.358263,08/04/2022
17226,Sri Lanka Rupee,LKR,343.18536,08/04/2022
17227,St Helena Pound,SHP,1.496231,08/04/2022
17228,Sudan Pound,SDG,486.103479,08/04/2022
17229,Suriname Dollar,SRD,22.451033,08/04/2022
17230,Swaziland Lilangeni,SZL,16.030162,08/04/2022
17231,Sweden Krona,SEK,10.285048,08/04/2022
17232,Syria Pound,SYP,2728.714764,08/04/2022
17233,Taiwan Dollar,TWD,31.353386,08/04/2022
17234,Tanzania Shilling,TZS,2522.15114,08/04/2022
17235,Thailand Baht,THB,36.397158,08/04/2022
17236,Tonga Pa'anga,TOP,2.446939,08/04/2022
17237,Trinidad/Tobago Dollar,TTD,7.394784,08/04/2022
17238,Tunisia Dinar,TND,3.243062,08/04/2022
17239,Turkish New Lira,TRY,16.014202,08/04/2022
17240,Uganda Shilling,UGX,3862.1481,08/04/2022
17241,Ukraine Hryvnia,UAH,32.030923,08/04/2022
17242,Uruguay Peso,UYU,45.154147,08/04/2022
17243,United Arab Emirates Dirham,AED,3.989984,08/04/2022
17244,Vanuatu Vatu,VUV,123.961632,08/04/2022
17245,Vietnam Dong,VND,24833.256301,08/04/2022
17246,Yemen Rial,YER,271.839572,08/04/2022
17247,Zambia Kwacha,ZMK,9777.745375,08/04/2022
17248,Australia Dollar,AUD,1.460809,09/04/2022
17249,Great Britain Pound,GBP,0.835426,09/04/2022
17250,Euro,EUR,1.0,09/04/2022
17251,Japan Yen,JPY,135.190653,09/04/2022
17252,Switzerland Franc,CHF,1.017298,09/04/2022
17253,USA Dollar,USD,1.087583,09/04/2022
17254,Afghanistan Afghani,AFN,95.707667,09/04/2022
17255,Albania Lek,ALL,121.269795,09/04/2022
17256,Algeria Dinar,DZD,155.96016,09/04/2022
17257,Angola Kwanza,AOA,477.106204,09/04/2022
17258,Argentina Peso,ARS,121.989028,09/04/2022
17259,Armenia Dram,AMD,517.352591,09/04/2022
17260,Aruba Florin,AWG,1.956561,09/04/2022
17261,Azerbaijan New Manat,AZN,1.853208,09/04/2022
17262,Bahamas Dollar,BSD,1.088022,09/04/2022
17263,Bahrain Dinar,BHD,0.410156,09/04/2022
17264,Bangladesh Taka,BDT,93.875858,09/04/2022
17265,Barbados Dollar,BBD,2.196834,09/04/2022
17266,Belarus Ruble,BYR,21316.618359,09/04/2022
17267,Belize Dollar,BZD,2.193136,09/04/2022
17268,Bermuda Dollar,BMD,1.087583,09/04/2022
17269,Bhutan Ngultrum,BTN,82.505895,09/04/2022
17270,Bolivia Boliviano,BOB,7.480229,09/04/2022
17271,Bosnia Mark,BAM,1.954792,09/04/2022
17272,Botswana Pula,BWP,12.585818,09/04/2022
17273,Brazil Real,BRL,5.111208,09/04/2022
17274,Brunei Dollar,BND,1.482413,09/04/2022
17275,Bulgaria Lev,BGN,1.955968,09/04/2022
17276,Burundi Franc,BIF,2187.672338,09/04/2022
17277,CFA Franc BCEAO,XOF,657.44758,09/04/2022
17278,CFA Franc BEAC,XAF,655.608917,09/04/2022
17279,CFP Franc,XPF,119.797616,09/04/2022
17280,Cambodia Riel,KHR,4404.709787,09/04/2022
17281,Canada Dollar,CAD,1.366744,09/04/2022
17282,Cape Verde Escudo,CVE,110.553197,09/04/2022
17283,Cayman Islands Dollar,KYD,0.906719,09/04/2022
17284,Chili Peso,CLP,886.380187,09/04/2022
17285,China Yuan/Renminbi,CNY,6.922576,09/04/2022
17286,Colombia Peso,COP,4094.030569,09/04/2022
17287,Comoros Franc,KMF,492.620942,09/04/2022
17288,Congo Franc,CDF,2187.12894,09/04/2022
17289,Costa Rica Colon,CRC,714.040894,09/04/2022
17290,Croatia Kuna,HRK,7.548045,09/04/2022
17291,Cuba Convertible Peso,CUC,1.087583,09/04/2022
17292,Cuba Peso,CUP,28.820938,09/04/2022
17293,Czech Koruna,CZK,24.434178,09/04/2022
17294,Denmark Krone,DKK,7.43722,09/04/2022
17295,Djibouti Franc,DJF,193.285602,09/04/2022
17296,Dominican Republich Peso,DOP,59.871848,09/04/2022
17297,East Caribbean Dollar,XCD,2.939247,09/04/2022
17298,Egypt Pound,EGP,19.947846,09/04/2022
17299,El Salvador Colon,SVC,9.519946,09/04/2022
17300,Ethiopia Birr,ETB,55.688443,09/04/2022
17301,Falkland Islands Pound,FKP,0.834131,09/04/2022
17302,Fiji Dollar,FJD,2.302961,09/04/2022
17303,Gambia Dalasi,GMD,58.842408,09/04/2022
17304,Georgia Lari,GEL,3.322608,09/04/2022
17305,Ghana New Cedi,GHS,8.102915,09/04/2022
17306,Gibraltar Pound,GIP,0.834131,09/04/2022
17307,Guatemala Quetzal,GTQ,8.356163,09/04/2022
17308,Guinea Franc,GNF,9695.798992,09/04/2022
17309,Guyana Dollar,GYD,227.629145,09/04/2022
17310,Haiti Gourde,HTG,118.596034,09/04/2022
17311,Honduras Lempira,HNL,26.580941,09/04/2022
17312,Hong Kong Dollar,HKD,8.525848,09/04/2022
17313,Hungary Forint,HUF,377.896338,09/04/2022
17314,Iceland Krona,ISK,139.798283,09/04/2022
17315,India Rupee,INR,82.566554,09/04/2022
17316,Indonesia Rupiah,IDR,15629.26845,09/04/2022
17317,Iran Rial,IRR,46059.122194,09/04/2022
17318,Iraq Dinar,IQD,1587.870551,09/04/2022
17319,Israel New Shekel,ILS,3.504442,09/04/2022
17320,Jamaica Dollar,JMD,167.74294,09/04/2022
17321,Jordan Dinar,JOD,0.771139,09/04/2022
17322,Kazakhstan Tenge,KZT,482.703718,09/04/2022
17323,Kenya Shilling,KES,125.453068,09/04/2022
17324,Kuwait Dinar,KWD,0.331659,09/04/2022
17325,Kyrgyzstan Som,KGS,100.780299,09/04/2022
17326,Laos Kip,LAK,12912.328167,09/04/2022
17327,Lebanon Pound,LBP,1648.82197,09/04/2022
17328,Lesotho Loti,LSL,15.955251,09/04/2022
17329,Liberia Dollar,LRD,165.969205,09/04/2022
17330,Libya Dinar,LYD,5.084491,09/04/2022
17331,Macau Pataca,MOP,8.784436,09/04/2022
17332,Macedonia Denar,MKD,61.6398,09/04/2022
17333,Malagasy Ariary,MGA,4350.330655,09/04/2022
17334,Malawi Kwacha,MWK,880.402156,09/04/2022
17335,Malaysia Ringgit,MYR,4.591234,09/04/2022
17336,Maldives Rufiyaa,MVR,16.803562,09/04/2022
17337,Mauritania Ouguiya,MRO,388.26679,09/04/2022
17338,Mauritius Rupee,MUR,46.934932,09/04/2022
17339,Mexico Peso,MXN,21.791984,09/04/2022
17340,Moldova Leu,MDL,19.992685,09/04/2022
17341,Mongolia Tugrik,MNT,3130.903109,09/04/2022
17342,Morocco Dirham,MAD,10.626096,09/04/2022
17343,Mozambique New Metical,MZN,69.420806,09/04/2022
17344,Myanmar Kyat,MMK,2014.50114,09/04/2022
17345,NL Antilles Guilder,ANG,1.960959,09/04/2022
17346,Namibia Dollar,NAD,15.955247,09/04/2022
17347,Nepal Rupee,NPR,132.009912,09/04/2022
17348,New Zealand Dollar,NZD,1.585831,09/04/2022
17349,Nicaragua Cordoba Oro,NIO,38.886557,09/04/2022
17350,Nigeria Naira,NGN,452.054105,09/04/2022
17351,North Korea Won,KPW,978.824693,09/04/2022
17352,Norway Kroner,NOK,9.447776,09/04/2022
17353,Oman Rial,OMR,0.418735,09/04/2022
17354,Pakistan Rupee,PKR,202.589485,09/04/2022
17355,Panama Balboa,PAB,1.088022,09/04/2022
17356,Papua New Guinea Kina,PGK,3.828699,09/04/2022
17357,Paraguay Guarani,PYG,7469.734091,09/04/2022
17358,Peru Nuevo Sol,PEN,4.03983,09/04/2022
17359,Philippines Peso,PHP,56.092113,09/04/2022
17360,Poland Zloty,PLN,4.633889,09/04/2022
17361,Qatar Rial,QAR,3.95993,09/04/2022
17362,Romania New Lei,RON,4.941327,09/04/2022
17363,Russia Rouble,RUB,87.278907,09/04/2022
17364,Rwanda Franc,RWF,1112.596968,09/04/2022
17365,Samoa Tala,WST,2.851692,09/04/2022
17366,Sao Tome/Principe Dobra,STD,22510.763365,09/04/2022
17367,Saudi Arabia Riyal,SAR,4.079053,09/04/2022
17368,Serbia Dinar,RSD,117.71729,09/04/2022
17369,Seychelles Rupee,SCR,15.679307,09/04/2022
17370,Sierra Leone Leone,SLL,13214.128586,09/04/2022
17371,Singapore Dollar,SGD,1.482923,09/04/2022
17372,Solomon Islands Dollar,SBD,8.711182,09/04/2022
17373,Somali Shilling,SOS,630.258087,09/04/2022
17374,South Africa Rand,ZAR,15.77805,09/04/2022
17375,South Korea Won,KRW,1336.807596,09/04/2022
17376,Sri Lanka Rupee,LKR,342.731933,09/04/2022
17377,St Helena Pound,SHP,1.49804,09/04/2022
17378,Sudan Pound,SDG,486.6972,09/04/2022
17379,Suriname Dollar,SRD,22.53584,09/04/2022
17380,Swaziland Lilangeni,SZL,15.955238,09/04/2022
17381,Sweden Krona,SEK,10.276829,09/04/2022
17382,Syria Pound,SYP,2732.007781,09/04/2022
17383,Taiwan Dollar,TWD,31.438427,09/04/2022
17384,Tanzania Shilling,TZS,2525.367091,09/04/2022
17385,Thailand Baht,THB,36.524327,09/04/2022
17386,Tonga Pa'anga,TOP,2.453206,09/04/2022
17387,Trinidad/Tobago Dollar,TTD,7.380082,09/04/2022
17388,Tunisia Dinar,TND,3.238862,09/04/2022
17389,Turkish New Lira,TRY,16.040868,09/04/2022
17390,Uganda Shilling,UGX,3857.052174,09/04/2022
17391,Ukraine Hryvnia,UAH,31.988316,09/04/2022
17392,Uruguay Peso,UYU,45.724723,09/04/2022
17393,United Arab Emirates Dirham,AED,3.994736,09/04/2022
17394,Vanuatu Vatu,VUV,124.111229,09/04/2022
17395,Vietnam Dong,VND,24864.3127,09/04/2022
17396,Yemen Rial,YER,272.276692,09/04/2022
17397,Zambia Kwacha,ZMK,9789.552131,09/04/2022
17398,Australia Dollar,AUD,1.460809,10/04/2022
17399,Great Britain Pound,GBP,0.835426,10/04/2022
17400,Euro,EUR,1.0,10/04/2022
17401,Japan Yen,JPY,135.190653,10/04/2022
17402,Switzerland Franc,CHF,1.017298,10/04/2022
17403,USA Dollar,USD,1.087583,10/04/2022
17404,Afghanistan Afghani,AFN,95.707667,10/04/2022
17405,Albania Lek,ALL,121.269795,10/04/2022
17406,Algeria Dinar,DZD,155.96016,10/04/2022
17407,Angola Kwanza,AOA,477.106204,10/04/2022
17408,Argentina Peso,ARS,121.989028,10/04/2022
17409,Armenia Dram,AMD,517.352591,10/04/2022
17410,Aruba Florin,AWG,1.956561,10/04/2022
17411,Azerbaijan New Manat,AZN,1.853208,10/04/2022
17412,Bahamas Dollar,BSD,1.088022,10/04/2022
17413,Bahrain Dinar,BHD,0.410156,10/04/2022
17414,Bangladesh Taka,BDT,93.875858,10/04/2022
17415,Barbados Dollar,BBD,2.196834,10/04/2022
17416,Belarus Ruble,BYR,21316.618359,10/04/2022
17417,Belize Dollar,BZD,2.193136,10/04/2022
17418,Bermuda Dollar,BMD,1.087583,10/04/2022
17419,Bhutan Ngultrum,BTN,82.505895,10/04/2022
17420,Bolivia Boliviano,BOB,7.480229,10/04/2022
17421,Bosnia Mark,BAM,1.954792,10/04/2022
17422,Botswana Pula,BWP,12.585818,10/04/2022
17423,Brazil Real,BRL,5.111208,10/04/2022
17424,Brunei Dollar,BND,1.482413,10/04/2022
17425,Bulgaria Lev,BGN,1.955968,10/04/2022
17426,Burundi Franc,BIF,2187.672338,10/04/2022
17427,CFA Franc BCEAO,XOF,657.44758,10/04/2022
17428,CFA Franc BEAC,XAF,655.608917,10/04/2022
17429,CFP Franc,XPF,119.797616,10/04/2022
17430,Cambodia Riel,KHR,4404.709787,10/04/2022
17431,Canada Dollar,CAD,1.366744,10/04/2022
17432,Cape Verde Escudo,CVE,110.553197,10/04/2022
17433,Cayman Islands Dollar,KYD,0.906719,10/04/2022
17434,Chili Peso,CLP,886.380187,10/04/2022
17435,China Yuan/Renminbi,CNY,6.922576,10/04/2022
17436,Colombia Peso,COP,4094.030569,10/04/2022
17437,Comoros Franc,KMF,492.620942,10/04/2022
17438,Congo Franc,CDF,2187.12894,10/04/2022
17439,Costa Rica Colon,CRC,714.040894,10/04/2022
17440,Croatia Kuna,HRK,7.548045,10/04/2022
17441,Cuba Convertible Peso,CUC,1.087583,10/04/2022
17442,Cuba Peso,CUP,28.820938,10/04/2022
17443,Czech Koruna,CZK,24.434178,10/04/2022
17444,Denmark Krone,DKK,7.43722,10/04/2022
17445,Djibouti Franc,DJF,193.285602,10/04/2022
17446,Dominican Republich Peso,DOP,59.871848,10/04/2022
17447,East Caribbean Dollar,XCD,2.939247,10/04/2022
17448,Egypt Pound,EGP,19.947846,10/04/2022
17449,El Salvador Colon,SVC,9.519946,10/04/2022
17450,Ethiopia Birr,ETB,55.688443,10/04/2022
17451,Falkland Islands Pound,FKP,0.834131,10/04/2022
17452,Fiji Dollar,FJD,2.302961,10/04/2022
17453,Gambia Dalasi,GMD,58.842408,10/04/2022
17454,Georgia Lari,GEL,3.322608,10/04/2022
17455,Ghana New Cedi,GHS,8.102915,10/04/2022
17456,Gibraltar Pound,GIP,0.834131,10/04/2022
17457,Guatemala Quetzal,GTQ,8.356163,10/04/2022
17458,Guinea Franc,GNF,9695.798992,10/04/2022
17459,Guyana Dollar,GYD,227.629145,10/04/2022
17460,Haiti Gourde,HTG,118.596034,10/04/2022
17461,Honduras Lempira,HNL,26.580941,10/04/2022
17462,Hong Kong Dollar,HKD,8.525848,10/04/2022
17463,Hungary Forint,HUF,377.896338,10/04/2022
17464,Iceland Krona,ISK,139.798283,10/04/2022
17465,India Rupee,INR,82.566554,10/04/2022
17466,Indonesia Rupiah,IDR,15629.26845,10/04/2022
17467,Iran Rial,IRR,46059.122194,10/04/2022
17468,Iraq Dinar,IQD,1587.870551,10/04/2022
17469,Israel New Shekel,ILS,3.504442,10/04/2022
17470,Jamaica Dollar,JMD,167.74294,10/04/2022
17471,Jordan Dinar,JOD,0.771139,10/04/2022
17472,Kazakhstan Tenge,KZT,482.703718,10/04/2022
17473,Kenya Shilling,KES,125.453068,10/04/2022
17474,Kuwait Dinar,KWD,0.331659,10/04/2022
17475,Kyrgyzstan Som,KGS,100.780299,10/04/2022
17476,Laos Kip,LAK,12912.328167,10/04/2022
17477,Lebanon Pound,LBP,1648.82197,10/04/2022
17478,Lesotho Loti,LSL,15.955251,10/04/2022
17479,Liberia Dollar,LRD,165.969205,10/04/2022
17480,Libya Dinar,LYD,5.084491,10/04/2022
17481,Macau Pataca,MOP,8.784436,10/04/2022
17482,Macedonia Denar,MKD,61.6398,10/04/2022
17483,Malagasy Ariary,MGA,4350.330655,10/04/2022
17484,Malawi Kwacha,MWK,880.402156,10/04/2022
17485,Malaysia Ringgit,MYR,4.591234,10/04/2022
17486,Maldives Rufiyaa,MVR,16.803562,10/04/2022
17487,Mauritania Ouguiya,MRO,388.26679,10/04/2022
17488,Mauritius Rupee,MUR,46.934932,10/04/2022
17489,Mexico Peso,MXN,21.791984,10/04/2022
17490,Moldova Leu,MDL,19.992685,10/04/2022
17491,Mongolia Tugrik,MNT,3130.903109,10/04/2022
17492,Morocco Dirham,MAD,10.626096,10/04/2022
17493,Mozambique New Metical,MZN,69.420806,10/04/2022
17494,Myanmar Kyat,MMK,2014.50114,10/04/2022
17495,NL Antilles Guilder,ANG,1.960959,10/04/2022
17496,Namibia Dollar,NAD,15.955247,10/04/2022
17497,Nepal Rupee,NPR,132.009912,10/04/2022
17498,New Zealand Dollar,NZD,1.585831,10/04/2022
17499,Nicaragua Cordoba Oro,NIO,38.886557,10/04/2022
17500,Nigeria Naira,NGN,452.054105,10/04/2022
17501,North Korea Won,KPW,978.824693,10/04/2022
17502,Norway Kroner,NOK,9.447776,10/04/2022
17503,Oman Rial,OMR,0.418735,10/04/2022
17504,Pakistan Rupee,PKR,202.589485,10/04/2022
17505,Panama Balboa,PAB,1.088022,10/04/2022
17506,Papua New Guinea Kina,PGK,3.828699,10/04/2022
17507,Paraguay Guarani,PYG,7469.734091,10/04/2022
17508,Peru Nuevo Sol,PEN,4.03983,10/04/2022
17509,Philippines Peso,PHP,56.092113,10/04/2022
17510,Poland Zloty,PLN,4.633889,10/04/2022
17511,Qatar Rial,QAR,3.95993,10/04/2022
17512,Romania New Lei,RON,4.941327,10/04/2022
17513,Russia Rouble,RUB,87.278907,10/04/2022
17514,Rwanda Franc,RWF,1112.596968,10/04/2022
17515,Samoa Tala,WST,2.851692,10/04/2022
17516,Sao Tome/Principe Dobra,STD,22510.763365,10/04/2022
17517,Saudi Arabia Riyal,SAR,4.079053,10/04/2022
17518,Serbia Dinar,RSD,117.71729,10/04/2022
17519,Seychelles Rupee,SCR,15.679307,10/04/2022
17520,Sierra Leone Leone,SLL,13214.128586,10/04/2022
17521,Singapore Dollar,SGD,1.482923,10/04/2022
17522,Solomon Islands Dollar,SBD,8.711182,10/04/2022
17523,Somali Shilling,SOS,630.258087,10/04/2022
17524,South Africa Rand,ZAR,15.77805,10/04/2022
17525,South Korea Won,KRW,1336.807596,10/04/2022
17526,Sri Lanka Rupee,LKR,342.731933,10/04/2022
17527,St Helena Pound,SHP,1.49804,10/04/2022
17528,Sudan Pound,SDG,486.6972,10/04/2022
17529,Suriname Dollar,SRD,22.53584,10/04/2022
17530,Swaziland Lilangeni,SZL,15.955238,10/04/2022
17531,Sweden Krona,SEK,10.276829,10/04/2022
17532,Syria Pound,SYP,2732.007781,10/04/2022
17533,Taiwan Dollar,TWD,31.438427,10/04/2022
17534,Tanzania Shilling,TZS,2525.367091,10/04/2022
17535,Thailand Baht,THB,36.524327,10/04/2022
17536,Tonga Pa'anga,TOP,2.453206,10/04/2022
17537,Trinidad/Tobago Dollar,TTD,7.380082,10/04/2022
17538,Tunisia Dinar,TND,3.238862,10/04/2022
17539,Turkish New Lira,TRY,16.040868,10/04/2022
17540,Uganda Shilling,UGX,3857.052174,10/04/2022
17541,Ukraine Hryvnia,UAH,31.988316,10/04/2022
17542,Uruguay Peso,UYU,45.724723,10/04/2022
17543,United Arab Emirates Dirham,AED,3.994736,10/04/2022
17544,Vanuatu Vatu,VUV,124.111229,10/04/2022
17545,Vietnam Dong,VND,24864.3127,10/04/2022
17546,Yemen Rial,YER,272.276692,10/04/2022
17547,Zambia Kwacha,ZMK,9789.552131,10/04/2022
17548,Australia Dollar,AUD,1.463169,11/04/2022
17549,Great Britain Pound,GBP,0.835748,11/04/2022
17550,Euro,EUR,1.0,11/04/2022
17551,Japan Yen,JPY,135.496652,11/04/2022
17552,Switzerland Franc,CHF,1.017684,11/04/2022
17553,USA Dollar,USD,1.088554,11/04/2022
17554,Afghanistan Afghani,AFN,95.792982,11/04/2022
17555,Albania Lek,ALL,121.375644,11/04/2022
17556,Algeria Dinar,DZD,156.099452,11/04/2022
17557,Angola Kwanza,AOA,477.532285,11/04/2022
17558,Argentina Peso,ARS,122.013287,11/04/2022
17559,Armenia Dram,AMD,517.814301,11/04/2022
17560,Aruba Florin,AWG,1.958308,11/04/2022
17561,Azerbaijan New Manat,AZN,1.849511,11/04/2022
17562,Bahamas Dollar,BSD,1.088994,11/04/2022
17563,Bahrain Dinar,BHD,0.410522,11/04/2022
17564,Bangladesh Taka,BDT,93.959701,11/04/2022
17565,Barbados Dollar,BBD,2.198796,11/04/2022
17566,Belarus Ruble,BYR,21335.656764,11/04/2022
17567,Belize Dollar,BZD,2.195094,11/04/2022
17568,Bermuda Dollar,BMD,1.088554,11/04/2022
17569,Bhutan Ngultrum,BTN,82.579583,11/04/2022
17570,Bolivia Boliviano,BOB,7.486909,11/04/2022
17571,Bosnia Mark,BAM,1.956538,11/04/2022
17572,Botswana Pula,BWP,12.597059,11/04/2022
17573,Brazil Real,BRL,5.115662,11/04/2022
17574,Brunei Dollar,BND,1.483737,11/04/2022
17575,Bulgaria Lev,BGN,1.957715,11/04/2022
17576,Burundi Franc,BIF,2189.626203,11/04/2022
17577,CFA Franc BCEAO,XOF,658.032316,11/04/2022
17578,CFA Franc BEAC,XAF,656.194458,11/04/2022
17579,CFP Franc,XPF,119.904218,11/04/2022
17580,Cambodia Riel,KHR,4408.643489,11/04/2022
17581,Canada Dollar,CAD,1.370936,11/04/2022
17582,Cape Verde Escudo,CVE,110.651195,11/04/2022
17583,Cayman Islands Dollar,KYD,0.907528,11/04/2022
17584,Chili Peso,CLP,887.17183,11/04/2022
17585,China Yuan/Renminbi,CNY,6.928534,11/04/2022
17586,Colombia Peso,COP,4089.70795,11/04/2022
17587,Comoros Franc,KMF,493.059953,11/04/2022
17588,Congo Franc,CDF,2189.081949,11/04/2022
17589,Costa Rica Colon,CRC,714.678622,11/04/2022
17590,Croatia Kuna,HRK,7.554779,11/04/2022
17591,Cuba Convertible Peso,CUC,1.088554,11/04/2022
17592,Cuba Peso,CUP,28.846679,11/04/2022
17593,Czech Koruna,CZK,24.441951,11/04/2022
17594,Denmark Krone,DKK,7.43743,11/04/2022
17595,Djibouti Franc,DJF,193.45814,11/04/2022
17596,Dominican Republich Peso,DOP,59.925279,11/04/2022
17597,East Caribbean Dollar,XCD,2.941871,11/04/2022
